[Step 0] Agent 0 Action: 2, Reward: 0.0000
[Simulate] Step 1880: Queue length 5, Waiting time 515.0
[Simulate] Step 1881: Queue length 5, Waiting time 520.0
[Simulate] Step 1882: Queue length 5, Waiting time 525.0
[Simulate] Step 1883: Queue length 5, Waiting time 530.0
[Simulate] Step 1884: Queue length 5, Waiting time 535.0
[Simulate] Step 1885: Queue length 5, Waiting time 540.0
[Simulate] Step 1886: Queue length 5, Waiting time 545.0
[Simulate] Step 1887: Queue length 5, Waiting time 550.0
[Simulate] Step 1888: Queue length 5, Waiting time 555.0
[Simulate] Step 1889: Queue length 5, Waiting time 560.0
[Simulate] Step 1890: Queue length 6, Waiting time 566.0
[Simulate] Step 1891: Queue length 6, Waiting time 572.0
[Simulate] Step 1892: Queue length 6, Waiting time 578.0
[Simulate] Step 1893: Queue length 6, Waiting time 584.0
[Simulate] Step 1894: Queue length 6, Waiting time 590.0
[Simulate] Step 1895: Queue length 6, Waiting time 596.0
[Simulate] Step 1896: Queue length 6, Waiting time 602.0
[Simulate] Step 1897: Queue length 6, Waiting time 608.0
[Simulate] Step 1898: Queue length 6, Waiting time 614.0
[Simulate] Step 1899: Queue length 6, Waiting time 620.0
[Simulate] Step 1900: Queue length 6, Waiting time 626.0
[Simulate] Step 1901: Queue length 6, Waiting time 632.0
[Simulate] Step 1902: Queue length 7, Waiting time 639.0
[Simulate] Step 1903: Queue length 7, Waiting time 646.0
[Simulate] Step 1904: Queue length 7, Waiting time 653.0
[Simulate] Step 1905: Queue length 7, Waiting time 660.0
[Simulate] Step 1906: Queue length 7, Waiting time 667.0
[Simulate] Step 1907: Queue length 7, Waiting time 674.0
[Simulate] Step 1908: Queue length 7, Waiting time 681.0
[Simulate] Step 1909: Queue length 7, Waiting time 688.0
[Simulate] Step 1910: Queue length 7, Waiting time 695.0
[Simulate] Step 1911: Queue length 7, Waiting time 702.0
[Simulate] Step 1912: Queue length 7, Waiting time 709.0
[Simulate] Step 1913: Queue length 7, Waiting time 716.0
[Simulate] Step 1914: Queue length 7, Waiting time 723.0
[Simulate] Step 1915: Queue length 7, Waiting time 730.0
[Simulate] Step 1916: Queue length 7, Waiting time 737.0
[Step 1916] Agent 0 Action: 0, Reward: 0.1060
[SetYellow] TL TL: Set yellow phase 5 out of 8 phases.
[Simulate] Step 1917: Queue length 7, Waiting time 744.0
[Simulate] Step 1918: Queue length 8, Waiting time 752.0
[Simulate] Step 1919: Queue length 8, Waiting time 760.0
[Simulate] Step 1920: Queue length 8, Waiting time 768.0
[Step 1920] Adaptive green duration: 50
[Simulate] Step 1921: Queue length 7, Waiting time 775.0
[Simulate] Step 1922: Queue length 7, Waiting time 779.0
[Simulate] Step 1923: Queue length 7, Waiting time 786.0
[Simulate] Step 1924: Queue length 8, Waiting time 794.0
[Simulate] Step 1925: Queue length 8, Waiting time 802.0
[Simulate] Step 1926: Queue length 8, Waiting time 810.0
[Simulate] Step 1927: Queue length 8, Waiting time 818.0
[Simulate] Step 1928: Queue length 8, Waiting time 826.0
[Simulate] Step 1929: Queue length 8, Waiting time 834.0
[Simulate] Step 1930: Queue length 8, Waiting time 842.0
[Simulate] Step 1931: Queue length 8, Waiting time 850.0
[Simulate] Step 1932: Queue length 8, Waiting time 858.0
[Simulate] Step 1933: Queue length 8, Waiting time 866.0
[Simulate] Step 1934: Queue length 8, Waiting time 874.0
[Simulate] Step 1935: Queue length 8, Waiting time 882.0
[Simulate] Step 1936: Queue length 8, Waiting time 890.0
[Simulate] Step 1937: Queue length 8, Waiting time 898.0
[Simulate] Step 1938: Queue length 8, Waiting time 906.0
[Simulate] Step 1939: Queue length 8, Waiting time 914.0
[Simulate] Step 1940: Queue length 8, Waiting time 922.0
[Simulate] Step 1941: Queue length 8, Waiting time 930.0
[Simulate] Step 1942: Queue length 8, Waiting time 938.0
[Simulate] Step 1943: Queue length 8, Waiting time 946.0
[Simulate] Step 1944: Queue length 9, Waiting time 955.0
[Simulate] Step 1945: Queue length 9, Waiting time 964.0
[Simulate] Step 1946: Queue length 9, Waiting time 973.0
[Simulate] Step 1947: Queue length 9, Waiting time 982.0
[Simulate] Step 1948: Queue length 9, Waiting time 991.0
[Simulate] Step 1949: Queue length 9, Waiting time 1000.0
[Simulate] Step 1950: Queue length 9, Waiting time 1009.0
[Simulate] Step 1951: Queue length 9, Waiting time 1018.0
[Simulate] Step 1952: Queue length 9, Waiting time 1027.0
[Simulate] Step 1953: Queue length 9, Waiting time 1036.0
[Simulate] Step 1954: Queue length 9, Waiting time 1045.0
[Simulate] Step 1955: Queue length 9, Waiting time 1054.0
[Simulate] Step 1956: Queue length 9, Waiting time 1063.0
[Simulate] Step 1957: Queue length 9, Waiting time 1072.0
[Simulate] Step 1958: Queue length 9, Waiting time 1081.0
[Simulate] Step 1959: Queue length 10, Waiting time 1091.0
[Simulate] Step 1960: Queue length 10, Waiting time 1101.0
[Simulate] Step 1961: Queue length 10, Waiting time 1111.0
[Simulate] Step 1962: Queue length 10, Waiting time 1121.0
[Simulate] Step 1963: Queue length 10, Waiting time 1131.0
[Simulate] Step 1964: Queue length 10, Waiting time 1141.0
[Simulate] Step 1965: Queue length 10, Waiting time 1151.0
[Simulate] Step 1966: Queue length 10, Waiting time 1161.0
[Simulate] Step 1967: Queue length 10, Waiting time 1171.0
[Simulate] Step 1968: Queue length 10, Waiting time 1181.0
[Simulate] Step 1969: Queue length 10, Waiting time 1191.0
[Simulate] Step 1970: Queue length 10, Waiting time 1201.0
[Step 1970] Agent 0 Action: 1, Reward: -1.0580
[SetYellow] TL TL: Set yellow phase 1 out of 8 phases.
[Simulate] Step 1971: Queue length 10, Waiting time 1211.0
[Simulate] Step 1972: Queue length 10, Waiting time 1221.0
[Simulate] Step 1973: Queue length 10, Waiting time 1231.0
[Simulate] Step 1974: Queue length 10, Waiting time 1241.0
[Step 1974] Adaptive green duration: 50
[Simulate] Step 1975: Queue length 8, Waiting time 1249.0
[Simulate] Step 1976: Queue length 6, Waiting time 981.0
[Simulate] Step 1977: Queue length 6, Waiting time 987.0
[Simulate] Step 1978: Queue length 7, Waiting time 994.0
[Simulate] Step 1979: Queue length 7, Waiting time 1001.0
[Simulate] Step 1980: Queue length 7, Waiting time 792.0
[Simulate] Step 1981: Queue length 7, Waiting time 799.0
[Simulate] Step 1982: Queue length 7, Waiting time 806.0
[Simulate] Step 1983: Queue length 7, Waiting time 813.0
[Simulate] Step 1984: Queue length 7, Waiting time 820.0
[Simulate] Step 1985: Queue length 7, Waiting time 827.0
[Simulate] Step 1986: Queue length 7, Waiting time 834.0
[Simulate] Step 1987: Queue length 7, Waiting time 841.0
[Simulate] Step 1988: Queue length 7, Waiting time 848.0
[Simulate] Step 1989: Queue length 7, Waiting time 855.0
[Simulate] Step 1990: Queue length 7, Waiting time 862.0
[Simulate] Step 1991: Queue length 7, Waiting time 869.0
[Simulate] Step 1992: Queue length 7, Waiting time 876.0
[Simulate] Step 1993: Queue length 7, Waiting time 883.0
[Simulate] Step 1994: Queue length 7, Waiting time 890.0
[Simulate] Step 1995: Queue length 7, Waiting time 897.0
[Simulate] Step 1996: Queue length 7, Waiting time 904.0
[Simulate] Step 1997: Queue length 7, Waiting time 911.0
[Simulate] Step 1998: Queue length 7, Waiting time 918.0
[Simulate] Step 1999: Queue length 7, Waiting time 925.0
[Simulate] Step 2000: Queue length 7, Waiting time 932.0
[Simulate] Step 2001: Queue length 7, Waiting time 939.0
[Simulate] Step 2002: Queue length 7, Waiting time 946.0
[Simulate] Step 2003: Queue length 7, Waiting time 953.0
[Simulate] Step 2004: Queue length 7, Waiting time 960.0
[Simulate] Step 2005: Queue length 7, Waiting time 967.0
[Simulate] Step 2006: Queue length 7, Waiting time 974.0
[Simulate] Step 2007: Queue length 7, Waiting time 981.0
[Simulate] Step 2008: Queue length 8, Waiting time 989.0
[Simulate] Step 2009: Queue length 8, Waiting time 997.0
[Simulate] Step 2010: Queue length 8, Waiting time 1005.0
[Simulate] Step 2011: Queue length 8, Waiting time 1013.0
[Simulate] Step 2012: Queue length 8, Waiting time 1021.0
[Simulate] Step 2013: Queue length 8, Waiting time 1029.0
[Simulate] Step 2014: Queue length 8, Waiting time 1037.0
[Simulate] Step 2015: Queue length 8, Waiting time 1045.0
[Simulate] Step 2016: Queue length 8, Waiting time 1053.0
[Simulate] Step 2017: Queue length 9, Waiting time 1062.0
[Simulate] Step 2018: Queue length 9, Waiting time 1071.0
[Simulate] Step 2019: Queue length 9, Waiting time 1080.0
[Simulate] Step 2020: Queue length 9, Waiting time 1089.0
[Simulate] Step 2021: Queue length 9, Waiting time 1098.0
[Simulate] Step 2022: Queue length 9, Waiting time 1107.0
[Simulate] Step 2023: Queue length 9, Waiting time 1116.0
[Simulate] Step 2024: Queue length 10, Waiting time 1126.0
[Step 2064] Agent 0 Action: 0, Reward: -0.4500
[SetYellow] TL TL: Set yellow phase 3 out of 8 phases.
[Simulate] Step 2065: Queue length 14, Waiting time 1620.0
[Simulate] Step 2066: Queue length 14, Waiting time 1634.0
[Simulate] Step 2067: Queue length 14, Waiting time 1648.0
[Simulate] Step 2068: Queue length 14, Waiting time 1662.0
[Step 2068] Adaptive green duration: 50
[Simulate] Step 2069: Queue length 11, Waiting time 1673.0
[Simulate] Step 2070: Queue length 11, Waiting time 1540.0
[Simulate] Step 2071: Queue length 11, Waiting time 1551.0
[Simulate] Step 2072: Queue length 11, Waiting time 1562.0
[Simulate] Step 2073: Queue length 11, Waiting time 1573.0
[Simulate] Step 2074: Queue length 11, Waiting time 1584.0
[Simulate] Step 2075: Queue length 11, Waiting time 1595.0
[Simulate] Step 2076: Queue length 13, Waiting time 1608.0
[Simulate] Step 2077: Queue length 13, Waiting time 1621.0
[Simulate] Step 2078: Queue length 13, Waiting time 1634.0
[Simulate] Step 2079: Queue length 13, Waiting time 1647.0
[Simulate] Step 2080: Queue length 13, Waiting time 1660.0
[Simulate] Step 2081: Queue length 13, Waiting time 1673.0
[Simulate] Step 2082: Queue length 13, Waiting time 1686.0
[Simulate] Step 2083: Queue length 13, Waiting time 1699.0
[Simulate] Step 2084: Queue length 13, Waiting time 1712.0
[Simulate] Step 2085: Queue length 13, Waiting time 1725.0
[Simulate] Step 2086: Queue length 13, Waiting time 1738.0
[Simulate] Step 2087: Queue length 13, Waiting time 1751.0
[Simulate] Step 2088: Queue length 13, Waiting time 1764.0
[Simulate] Step 2089: Queue length 13, Waiting time 1777.0
[Simulate] Step 2090: Queue length 13, Waiting time 1790.0
[Simulate] Step 2091: Queue length 13, Waiting time 1803.0
[Simulate] Step 2092: Queue length 13, Waiting time 1816.0
[Simulate] Step 2093: Queue length 13, Waiting time 1829.0
[Simulate] Step 2094: Queue length 13, Waiting time 1842.0
[Simulate] Step 2095: Queue length 13, Waiting time 1855.0
[Simulate] Step 2096: Queue length 13, Waiting time 1868.0
[Simulate] Step 2097: Queue length 13, Waiting time 1881.0
[Simulate] Step 2098: Queue length 13, Waiting time 1894.0
[Simulate] Step 2099: Queue length 13, Waiting time 1907.0
[Simulate] Step 2100: Queue length 14, Waiting time 1921.0
[Simulate] Step 2101: Queue length 14, Waiting time 1935.0
[Simulate] Step 2102: Queue length 14, Waiting time 1949.0
[Simulate] Step 2103: Queue length 15, Waiting time 1964.0
[Simulate] Step 2104: Queue length 15, Waiting time 1979.0
[Simulate] Step 2105: Queue length 15, Waiting time 1994.0
[Simulate] Step 2106: Queue length 15, Waiting time 2009.0
[Simulate] Step 2107: Queue length 15, Waiting time 2024.0
[Simulate] Step 2108: Queue length 15, Waiting time 2039.0
[Simulate] Step 2109: Queue length 15, Waiting time 2054.0
[Simulate] Step 2110: Queue length 15, Waiting time 2069.0
[Simulate] Step 2111: Queue length 16, Waiting time 2085.0
[Simulate] Step 2112: Queue length 16, Waiting time 2101.0
[Simulate] Step 2113: Queue length 16, Waiting time 2117.0
[Simulate] Step 2114: Queue length 16, Waiting time 2133.0
[Simulate] Step 2115: Queue length 16, Waiting time 2149.0
[Simulate] Step 2116: Queue length 16, Waiting time 2165.0
[Simulate] Step 2117: Queue length 16, Waiting time 2181.0
[Simulate] Step 2118: Queue length 16, Waiting time 2197.0
[Step 2118] Agent 0 Action: 2, Reward: -1.3020
[SetYellow] TL TL: Set yellow phase 1 out of 8 phases.
[Simulate] Step 2119: Queue length 16, Waiting time 2213.0
[Simulate] Step 2120: Queue length 16, Waiting time 2229.0
[Simulate] Step 2121: Queue length 16, Waiting time 2245.0
[Simulate] Step 2122: Queue length 16, Waiting time 2261.0
[Step 2122] Adaptive green duration: 50
[Simulate] Step 2123: Queue length 10, Waiting time 2271.0
[Simulate] Step 2124: Queue length 6, Waiting time 1520.0
[Simulate] Step 2125: Queue length 5, Waiting time 1525.0
[Simulate] Step 2126: Queue length 5, Waiting time 1530.0
[Simulate] Step 2127: Queue length 5, Waiting time 1535.0
[Simulate] Step 2128: Queue length 5, Waiting time 1342.0
[Simulate] Step 2129: Queue length 5, Waiting time 1347.0
[Simulate] Step 2130: Queue length 5, Waiting time 1352.0
[Simulate] Step 2131: Queue length 6, Waiting time 1344.0
[Simulate] Step 2132: Queue length 6, Waiting time 1350.0
[Simulate] Step 2133: Queue length 6, Waiting time 1356.0
[Simulate] Step 2134: Queue length 6, Waiting time 1362.0
[Simulate] Step 2135: Queue length 6, Waiting time 1368.0
[Simulate] Step 2136: Queue length 6, Waiting time 1374.0
[Simulate] Step 2137: Queue length 6, Waiting time 1380.0
[Simulate] Step 2138: Queue length 6, Waiting time 1386.0
[Simulate] Step 2139: Queue length 6, Waiting time 1392.0
[Simulate] Step 2140: Queue length 6, Waiting time 1398.0
[Simulate] Step 2141: Queue length 6, Waiting time 1404.0
[Simulate] Step 2142: Queue length 7, Waiting time 1411.0
[Simulate] Step 2143: Queue length 7, Waiting time 1418.0
[Simulate] Step 2144: Queue length 7, Waiting time 1425.0
[Simulate] Step 2145: Queue length 7, Waiting time 1432.0
[Simulate] Step 2146: Queue length 7, Waiting time 1439.0
[Simulate] Step 2147: Queue length 7, Waiting time 1446.0
[Simulate] Step 2148: Queue length 7, Waiting time 1453.0
[Simulate] Step 2149: Queue length 7, Waiting time 1460.0
[Simulate] Step 2150: Queue length 7, Waiting time 1467.0
[Simulate] Step 2151: Queue length 8, Waiting time 1475.0
[Simulate] Step 2152: Queue length 8, Waiting time 1483.0
[Simulate] Step 2153: Queue length 8, Waiting time 1491.0
[Simulate] Step 2154: Queue length 8, Waiting time 1499.0
[Simulate] Step 2155: Queue length 8, Waiting time 1507.0
[Simulate] Step 2156: Queue length 8, Waiting time 1515.0
[Simulate] Step 2157: Queue length 8, Waiting time 1523.0
[Simulate] Step 2158: Queue length 8, Waiting time 1531.0
[Simulate] Step 2159: Queue length 8, Waiting time 1539.0
[Simulate] Step 2160: Queue length 8, Waiting time 1547.0
[Simulate] Step 2161: Queue length 8, Waiting time 1555.0
[Simulate] Step 2162: Queue length 8, Waiting time 1563.0
[Simulate] Step 2163: Queue length 8, Waiting time 1571.0
[Simulate] Step 2164: Queue length 8, Waiting time 1579.0
[Simulate] Step 2165: Queue length 8, Waiting time 1587.0
[Simulate] Step 2166: Queue length 8, Waiting time 1595.0
[Simulate] Step 2167: Queue length 8, Waiting time 1603.0
[Simulate] Step 2168: Queue length 8, Waiting time 1611.0
[Simulate] Step 2169: Queue length 8, Waiting time 1619.0
[Simulate] Step 2170: Queue length 8, Waiting time 1627.0
[Simulate] Step 2171: Queue length 8, Waiting time 1635.0
[Simulate] Step 2172: Queue length 8, Waiting time 1643.0
[Step 2172] Agent 0 Action: 0, Reward: 1.0880
[SetYellow] TL TL: Set yellow phase 5 out of 8 phases.
[Simulate] Step 2173: Queue length 8, Waiting time 1651.0
[Simulate] Step 2174: Queue length 8, Waiting time 1659.0
[Simulate] Step 2175: Queue length 8, Waiting time 1667.0
[Simulate] Step 2176: Queue length 8, Waiting time 1675.0
[Step 2176] Adaptive green duration: 50
[Simulate] Step 2177: Queue length 5, Waiting time 1680.0
[Simulate] Step 2178: Queue length 5, Waiting time 1578.0
[Simulate] Step 2179: Queue length 5, Waiting time 1583.0
[Simulate] Step 2180: Queue length 5, Waiting time 1588.0
[Simulate] Step 2181: Queue length 5, Waiting time 1593.0
[Simulate] Step 2182: Queue length 5, Waiting time 1598.0
[Simulate] Step 2183: Queue length 5, Waiting time 1603.0
[Simulate] Step 2184: Queue length 5, Waiting time 1608.0
[Simulate] Step 2185: Queue length 5, Waiting time 1613.0
[Simulate] Step 2186: Queue length 5, Waiting time 1618.0
[Simulate] Step 2187: Queue length 5, Waiting time 1623.0
[Simulate] Step 2188: Queue length 5, Waiting time 1628.0
[Simulate] Step 2189: Queue length 5, Waiting time 1633.0
[Simulate] Step 2190: Queue length 5, Waiting time 1638.0
[Simulate] Step 2191: Queue length 5, Waiting time 1643.0
[Simulate] Step 2192: Queue length 5, Waiting time 1648.0
[Simulate] Step 2193: Queue length 5, Waiting time 1653.0
[Simulate] Step 2194: Queue length 5, Waiting time 1658.0
[Simulate] Step 2195: Queue length 5, Waiting time 1663.0
[Simulate] Step 2196: Queue length 5, Waiting time 1668.0
[Simulate] Step 2197: Queue length 5, Waiting time 1673.0
[Simulate] Step 2198: Queue length 5, Waiting time 1678.0
[Simulate] Step 2199: Queue length 5, Waiting time 1683.0
[Simulate] Step 2200: Queue length 5, Waiting time 1688.0
[Simulate] Step 2201: Queue length 5, Waiting time 1693.0
[Simulate] Step 2202: Queue length 5, Waiting time 1698.0
[Simulate] Step 2203: Queue length 5, Waiting time 1703.0
[Simulate] Step 2204: Queue length 5, Waiting time 1708.0
[Simulate] Step 2205: Queue length 5, Waiting time 1713.0
[Simulate] Step 2206: Queue length 5, Waiting time 1718.0
[Simulate] Step 2207: Queue length 5, Waiting time 1723.0
[Simulate] Step 2208: Queue length 5, Waiting time 1728.0
[Simulate] Step 2209: Queue length 5, Waiting time 1733.0
[Simulate] Step 2210: Queue length 5, Waiting time 1738.0
[Simulate] Step 2211: Queue length 5, Waiting time 1743.0
[Simulate] Step 2212: Queue length 5, Waiting time 1748.0
